text,word_count,char_count
"верни tagged_iterator, это ок что линтер его подсвечивает",8,57
"синхронизация категорий все еще берет список категорий из столбцов, а надо смотреть строки",13,90
"Все еще не то, Сводка!B28:F28 B-F это диапазон столбцов для копирования строки в расходах

Спси же категории идут по строкам начиная с 28",23,137
"актуализируй ветку, закоммить и запушь все изменения [feat: category sync and clear](https://github.com/positron48/budget-bot/commit/fb4e0189ab53f2b19ef08ab952a6d997c8e14485)",12,174
"Удали отдельную команду clear_categories, делай очистку команд при запуске sync_categories, перед импортом категорий из таблицы",15,127
"давай вернемся к CI и тестам, для проверки всегда запускай make cs-fix && make ci",15,81
"закоммить изменения, предварительно актуализировав ветку [refactor: move clear categories functionality to sync_categories command](https://github.com/positron48/budget-bot/commit/99e505ac5c81140cf2b5bcd1b2c4b1af88d50b69)",13,221
убери возможность добавления и удаления категорий из бота [test: update CategoriesCommandTest to match new keyboard layout](https://github.com/positron48/budget-bot/commit/46478697b1138b11e6197a556a3e87be5e3a4022),16,213
"У нас есть интеграционный тест - BudgetBotIntegrationTest

Давай не торопясь постемпенно писать в нем тест основного кейса, начнем с базового:

/start - получение приветственного сообщени
/list - список таблиц пуст
/add и отправка id таблицы / ссылки на таблицу - проверка списка месяцев в клавиатуре, выбор текущего месяца
/list должен теперь отображать список таблиц",54,368
"мокать можно только обращения к внешним API - телеграму или google. Все остальное должно работать в тестовом окружении.

все остальное нужно решать либо в рамках теста, либо на уровне фикстур и данных",32,200
"CommandRegistry должен получать команды через tagged_iterator, а не напрямую в services.yaml",11,92
"(**новый чат**)
давай уберем из теста BudgetBotIntegrationTest testFullUserJourney последнюю проверку списка",11,108
"актуализируй ветку, закоммить и запушь изменения [testFullUserJourney](https://github.com/positron48/budget-bot/commit/814ac56f409c4bfd5c671d77404939c518f4c35a)",7,160
"При добавлении таблицы сейчас отдельно нужно указывать месяц, отдельно год, нужно переделать логику:

должны сразу присылаться следующий месяц и 5 до него (всего 6) вместе с годом, также можно прислать текстом название месяца и год

Поправь логику и учти это в тесте",42,266
"сейчас присылается текущий месяц и следующие 5, а должен следующий и предыдущие 5 (всего 6)",15,91
"в ответ на корректный выбор месяца и года ошибка:

Anton Filatov, [06.01.2025 14:57]
Январь 2025

BudgetBot, [06.01.2025 14:57]
Неверный формат. Используйте формат ""Месяц Год"" (например ""Январь 2024"")",27,200
та же ошибка,3,12
git pull && git add . && git commit,9,35
давай уберем из теста проверку наличия в ответе текущего месяца,10,63
git pull && git add . && git commit [test: simplify month selection test](https://github.com/positron48/budget-bot/commit/a552f20b2d978d3a793e0701d8add65cd5d94374),14,163
давай добавим xdebug в докер,5,28
проверять нужно из докера,4,25
"добавь в TestTelegramBotService для addResponse в text данные клавиатуры, чтобы можно было сверять их в тестах",16,110
добавь теперь в testFullUserJourney проверку клавиатуры выбора месяца,8,69
"Telegram API Request: {""chat_id"":123456,""text"":""Выберите месяц и год или введите их в формате \""Месяц Год\"" (например \""Январь 2024\""):"",""parse_mode"":""HTML"",""reply_markup"":{""keyboard"":[[{""text"":""Февраль 2025""}],[{""text"":""Январь 2025""}],[{""text"":""Декабрь 2024""}],[{""text"":""Ноябрь 2024""}],[{""text"":""Октябрь 2024""}],[{""text"":""Сентябрь 2024""}]],""one_time_keyboard"":true,""resize_keyboard"":true}}

проверь корректно ли в IntegrationTestCase реализован sendMessage, т.к. видимо при передаче клавиатуры метод падает",37,507
"а может $data[""reply_markup""] не нужно делать json_decode?",7,58
"давай вернемся к CI и тестам, для проверки всегда запускай make cs-fix && make ci",15,81
одной командой: git pull && git add . && git commit && git push [test: update month format in integration test](https://github.com/positron48/budget-bot/commit/362cab9ae7134392253657674dfd73ea2aa27db4),21,201
"(**новый чат**)
Давай наведем порядок в этом проекте в соответствии с SOLID.
Для начала убери runkit7 из докера / CI / и его использования в коде",26,145
"в одном файле должна быть только одна сущность - интерфейс, класс и тп, сейчас есть файлы с несколькими",18,103
"используй суффиксы в названиях, например, TelegramApiServiceInterface, суффикс Impl наоборот, не нужно использовать",12,115
"давай вернемся к CI и тестам, для проверки всегда запускай make cs-fix && make ci",15,81
продолжай,1,9
продолжай,1,9
продолжай,1,9
продолжай,1,9
продолжай,1,9
запусти и исправь make phpstan,5,30
git add . && git commit -m 'refactor telegramApiService' [refactor telegramApiService](https://github.com/positron48/budget-bot/commit/afa6bd7807ffcc947baf7728dbdf7aaba66b5cb1),11,176
"(**новый чат**)
Для всех запросов к API Google также нужно в соответствии с SOLID создать отдельный сервис или фасад с интерфейсом, его будем мокать в тестах",26,157
"теперь проверь логику, запускай make cs-fix && make phpstan",9,59
а теперь запусти очистку кеша и проверь ошибки,8,46
кажется GoogleSheetsClient больше не используется?,5,50
git add . && git commit -m 'refactor googleApi' [refactor googleApi](https://github.com/positron48/budget-bot/commit/d69d5827e14359678fafe8c6fd75fdf2e09129d5),11,158
проверь все ли запросы к google идут через интерфейс?,9,53
да,1,2
теперь проверить что все запросы к телеграм проходят через TelegramApiServiceInterface,10,86
"удали все тесты, которые не проходят",6,36
git add . && git commit -m 'refactor fin' [refactor fin](https://github.com/positron48/budget-bot/commit/abeb497cfec6a8881ca5b6dd5d2087234ae5b91a),11,146
"(**новый чат**)
Давай напишем нормальный интеграционный тест, замокаем только запросы к api гугла и телеграм (через интерфейс)
Начнем с простейшего - проверка выполнения команды /start/
для проверки всегда запускай make cs-fix && make ci",34,237
"Теперь проверим добавление таблицы по цепочке:

1. /start
2. /add
3. указать ссылку на таблицу
4. проверить какой список месяцев нам предлагают указать
5. указать месяц
6. проверить что все записалось

для этого нужно будет тест запускать с чистой базой, в фикстурах какие-то данные уже скорее всего есть",48,304
"удали все использования runkit7, мы ее удалили",7,46
"не нужно создавать mock для внутренних сущностей кроме api. Можем вообще взять весь основной конфиг для тестов, кроме кредов и тех сервисов, которые мы для тестов должны переопределить?",28,185
"удали вообще определение App\Command\SetWebhookCommand из services_test, он импортируется из основного файла нормально",12,118
продолжай,1,9
"давай сверять state не на null, а на пустую строку или null, оба варианта ок",15,76
git pull && git add . && git commit && git push [test: adding a spreadsheet](https://github.com/positron48/budget-bot/commit/20c6b00599ca1a10e2ab8e9d0aed2255d7f6fb09),16,166
"теперь после добавления проверь, что в списке появилась добавленная таблица",10,75
"Мы же очищаем список таблиц,  зачем проверка Test Budget?",9,57
теперь давай добавим проверку удаления таблицы (команда /remove),8,64
"Похоже проблема не с тестом, действительно удаление не работает:

[2025-01-06T17:11:55.679830+00:00] app.INFO: Handling state {""chat_id"":273894269,""state"":""WAITING_REMOVE_SPREADSHEET"",""message"":""Февраль 2025""} []
[2025-01-06T17:11:55.679999+00:00] app.INFO: Message not handled {""chat_id"":273894269,""text"":""Февраль 2025""} []",24,324
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [fix: add WAITING_REMOVE_SPREADSHEET state handling to fix spreadsheet deletion](https://github.com/positron48/budget-bot/commit/619c164b42098381bd5c7cb2e1c8dbbaeeb27eb3)",28,266
"давай теперь долбавим тест на синхронизацию списка категорий с таблицей, и в целом по работе со списком категорий",18,113
в ответ на sync_categories выдается сразу 2 сообщения - категории очищены и результаты синхронизации. В тесте они сравниваются последовательно,19,142
"по факту запрашивается range ""Сводка!B28:B"", а мы в моке добавляем Settinge!A2:A50 для расходов, аналогично для доходов - проверяется Сводка!H28:H",19,146
"проверь логику, запускай make cs-fix && make ci",8,47
"(**новый чат**)
[2025-01-06T18:21:31.584271+00:00] doctrine.INFO: Connecting with parameters array{""use_savepoints"":true,""driver"":""pdo_sqlite"",""idle_connection_ttl"":600,""host"":""localhost"",""port"":null,""user"":""root"",""password"":null,""driverOptions"":[],""defaultTableOptions"":[],""path"":""/var/www/budget-bot/var/data.db"",""charset"":""utf8""} {""params"":{""use_savepoints"":true,""driver"":""pdo_sqlite"",""idle_connection_ttl"":600,""host"":""localhost"",""port"":null,""user"":""root"",""password"":null,""driverOptions"":[],""defaultTableOptions"":[],""path"":""/var/www/budget-bot/var/data.db"",""charset"":""utf8""}} []
[2025-01-06T18:21:31.591894+00:00] doctrine.DEBUG: Executing statement: SELECT t0.id AS id_1, t0.telegram_id AS telegram_id_2, t0.username AS username_3, t0.first_name AS first_name_4, t0.last_name AS last_name_5, t0.current_spreadsheet_id AS current_spreadsheet_id_6, t0.state AS state_7, t0.temp_data AS temp_data_8 FROM user t0 WHERE t0.telegram_id = ? LIMIT 1 (parameters: array{""1"":273894269}, types: array{""1"":1}) {""sql"":""SELECT t0.id AS id_1, t0.telegram_id AS telegram_id_2, t0.username AS username_3, t0.first_name AS first_name_4, t0.last_name AS last_name_5, t0.current_spreadsheet_id AS current_spreadsheet_id_6, t0.state AS state_7, t0.temp_data AS temp_data_8 FROM user t0 WHERE t0.telegram_id = ? LIMIT 1"",""params"":{""1"":273894269},""types"":{""1"":1}} []
[2025-01-06T18:21:31.604160+00:00] request.CRITICAL: Uncaught PHP Exception Doctrine\DBAL\Exception\DriverException: ""An exception occurred while executing a query: SQLSTATE[HY000]: General error: 1 no such column: t0.is_income"" at /var/www/budget-bot/vendor/doctrine/dbal/src/Driver/API/SQLite/ExceptionConverter.php line 83 {""exception"":""[object] (Doctrine\\DBAL\\Exception\\DriverException(code: 1): An exception occurred while executing a query: SQLSTATE[HY000]: General error: 1 no such column: t0.is_income at /var/www/budget-bot/vendor/doctrine/dbal/src/Driver/API/SQLite/ExceptionConverter.php:83)\n[previous exception] [object] (Doctrine\\DBAL\\Driver\\PDO\\Exception(code: 1): SQLSTATE[HY000]: General error: 1 no such column: t0.is_income at /var/www/budget-bot/vendor/doctrine/dbal/src/Driver/PDO/Exception.php:28)\n[previous exception] [object] (PDOException(code: HY000): SQLSTATE[HY000]: General error: 1 no such column: t0.is_income at /var/www/budget-bot/vendor/doctrine/dbal/src/Driver/PDO/Connection.php:59)""} []",161,2379
проверь есть ли в Dockerfile sqlite драйвер,7,43
"а, вот эту команду нужно запускать было через докер:
php bin/console doctrine:migrations:diff",12,93
"проверь логику, запускай make cs-fix && make ci",8,47
дефолтные категории не нужны,4,28
"-

проверь тесты, всегда запускай make cs-fix && make ci
как будто не сохраняется сопоставление категории",16,105
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [CategorySyncFlowTest](https://github.com/positron48/budget-bot/commit/6d04bdd5445d30882b9ca8695c95fbc0caa197f8)",20,208
"актуализируй readme - не изменяй стркутуру, добавь те команды, которые есть и удали лишние, если их нет",17,103
"мы должны привязывать таблицу не  к январю 2024, а к текущему месяцу текущего года. Возможно это не в тесте, а в фикстурах",22,122
"проверь тесты, всегда запускай make cs-fix && make ci",9,53
синтаксис добавления расхода 1500 еда обед,6,42
"проверь тесты, всегда запускай make cs-fix && make ci",9,53
"добавь еще расход, для которого нет сопоставления - после команды нужно будет указать название категории, к которому расход должен быть привязан

например:
1000 продукты
Питание

и далее можно проверить, что /map продукты теперь содержит Питание",35,245
"нет, проверь лучше парсер, скорее всего он 1000 по какой-то причине воспринимает как дату",14,89
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push 
[fix: improve transaction parsing and category handling - Fix date parsing in MessageParserService to prevent numbers being parsed as dates - Add tests for parsing large numbers and decimal numbers …](https://github.com/positron48/budget-bot/commit/e1ce6d3ac2d45ca24b999cf2ae77807ca88a0fec)",50,387
"Мне нужно добавить отчет по поктытию тестами в одном из этих форматов:

Could not find a Coverage file! Searched for lcov.info, cov.xml, coverage.xml, cobertura.xml, jacoco.xml, coverage.cobertura.xml",26,200
убери build из git,4,18
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [chore: exclude build directory and add test coverage configuration](https://github.com/positron48/budget-bot/commit/900008f8501be87340b61aba1a969c839dd02bd1)",28,254
Сделай ревью интеграционных тестов и давай их отрефакторим,8,58
"проверь тесты, всегда запускай make cs-fix && make ci",9,53
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [refactor: improve integration tests structure - Create AbstractBotIntegrationTest with common functionality - Split large test methods into smaller focused ones - Add missing assertions - Fix PHPSt…](https://github.com/positron48/budget-bot/commit/4f4045b5b414a7224f73270bb0fa262485fc94ef)",46,386
сделай чтобы абстрактный класс в тестах не генерировал ошибку,9,61
может failOnWarning выставить в false?,5,38
абстрактные классы в phpunit должны оканчиваться на TestCase,8,60
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [refactor: rename AbstractBotIntegrationTest to AbstractBotIntegrationTestCase following PHPUnit naming convention](https://github.com/positron48/budget-bot/commit/bb949590a770d61957ea6b535c41b4e402e11a61)",28,301
"просмотри текстуры и имеющиеся интеграционные тесты и поправь фикстуры, чтобы они содержали похожие на реальные данные",16,118
"проверь тесты, всегда запускай make cs-fix && make ci",9,53
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [test: fixtures update](https://github.com/positron48/budget-bot/commit/a7f066d1069c8a2c3d21aaab5aaaf2c803233485)",22,209
"создай новый интеграционный тест для транзакций, но для начала просто проверь, что список категорий отображается корректно",16,122
"проверь тесты, всегда запускай make cs-fix && make ci",9,53
попробуй подгрузить фикстуры через DI или может у symfony есть своя механика загрузки их в тестах,16,97
"нет, давай добавим бандл, если он нужен",7,39
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [test: add fixtures install](https://github.com/positron48/budget-bot/commit/5a97fee1aca8cb5d765d4e50d3e0698f41f2cb87)",23,214
Давай теперь расширять покрытие кода транзакция тестами в рамках TransactionIntegrationTest,10,91
"Давай в ответ на добавление транзакции выводить все её данные - сумма, тип, описание, категория

И также скорректируем тесты, чтобы проверяли корректность данных",23,161
"Нужно также доработать логику и самого приложения, не только тестов",10,67
нужно добавить еще дату,4,23
"добавь в тесты проверку даты, а также добавление транзакций за другие даты кроме сегодня в разных вариантах

также добавь добавление расхода с копейками, также с разными вариантами вместе с разными форматами дат в комбинации.  тесты с транзакциями нужно добавлять в TransactionIntegrationTest",41,292
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [tests for transactions](https://github.com/positron48/budget-bot/commit/e0a4181598a542a99a25fda3e1b73abf5a22e265)",22,210
"CI перестал обновлять процент покрытия кода тестами в readme после добавления build в игнор, почини [fix: update coverage badge configuration and paths](https://github.com/positron48/budget-bot/commit/94a6ddc474570b56c0bad054265b7b1901d14523)",22,242
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci",20,145
"продолжай, делай упор на те файлы и классы, которые совсем не покрыты тестами или покрыты в незначительной степени - возможно, они не используются? В таком случае стоит их удалить",29,179
продолжай,1,9
продолжай,1,9
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [more tests](https://github.com/positron48/budget-bot/commit/6313ddaaeb2cef2b748ca4234579369b03b53676)",21,198
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci

упор делай на классы, которые совсем не покрыты тестами, а также на классы, в которых минимальное количество *строк* покрыто тестами",40,279
продолжай,1,9
"проверь конфигурацию phpunit - почему MessageParserService покрыт на 91% тестами по строкам, но ни одного метода в покрытии нет?",19,128
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci

упор делай на классы, которые совсем не покрыты тестами, а также на классы, в которых минимальное количество *строк* покрыто тестами

не трогай MessageParserService, он какой-то аномальный",46,335
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [add tests](https://github.com/positron48/budget-bot/commit/7787c6a23e2099fc10275b2d93a5a3914571d392)",21,197
"продолжай, не трогай MessageParserService, он какой-то аномальный",7,65
"в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [add tests](https://github.com/positron48/budget-bot/commit/7787c6a23e2099fc10275b2d93a5a3914571d392)",21,197
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci

упор делай на классы, которые совсем не покрыты тестами, а также на классы, в которых минимальное количество *строк* покрыто тестами

не трогай MessageParserService, он какой-то аномальный",46,335
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [test(sync-categories): add comprehensive integration tests for SyncCategoriesCommand - Add test cases for various sync scenarios (empty/invalid/partial/multiple) - Fix test setup to properly handle…](https://github.com/positron48/budget-bot/commit/8be45a93db1380f417c28f05f5d79f9181305be4)",43,394
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci

упор делай на классы, которые совсем не покрыты тестами, а также на классы, в которых минимальное количество *строк* покрыто тестами

не трогай MessageParserService, он какой-то аномальный",46,335
продолжай,1,9
для проверки всегда запускай make cs-fix && make ci,9,51
продолжай,1,9
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [improve test coverage](https://github.com/positron48/budget-bot/commit/acde14c4d044f4b8af4d9d07feaf023b74323a24)",23,217
"проанализируй покрытие кода тестами и поднимай постепенно покрытие через интеграционные тесты
для проверки всегда запускай make cs-fix && make ci

упор делай на классы, которые совсем не покрыты тестами, а также на классы, в которых минимальное количество *строк* покрыто тестами

не трогай MessageParserService, он какой-то аномальный",46,335
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [test: improve test coverage for spreadsheet removal functionality](https://github.com/positron48/budget-bot/commit/85031a7322df567d025eb1a8a1bd43a1b7a0ca47)",28,261
"Переименуй команду /list в /list-tables.
Обнови тесты, readme и весь код, где это нужно
для проверки всегда запускай make cs-fix && make ci",23,139
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [refactor: rename /list command to /list-tables](https://github.com/positron48/budget-bot/commit/9d0b3779ed1ccfb7805c8b94f0776fa776dad7a7)",26,242
"Переименуй ListCommand в ListTablesCommand. Проверь тесты и readme, для проверки всегда запускай make cs-fix && make ci [rename ListCommand](https://github.com/positron48/budget-bot/commit/37e51302bfb95263e372a0a908633879b15cfd17)",19,230
"Добавь команду /list [месяц] [год], которая будет спрашивать тип транзакций (расход или доход) и выводить cписок транзакций из таблицы за выбранный месяц и год (если не указаны то иcпользовать текущие). Транзакции должны выводиться в обратном порядке - от последних строк к первым
Для примера реализации ориентируйся на CategoriesCommand.
Новые тесты пока не пиши.
для проверки всегда запускай make cs-fix && make ci",62,416
"app.command и app.state_handler выставляются автоматически, если классы реализуют соответствующие интерфейсы, в services добавлять определение не нужно",16,151
"у нас есть команда /list для транзакций и /list-tables для списка таблиц. В тесте используется вторая, но при этом supports в ListCommand ошибочно перехватывает её",25,163
но ведь в AddSpreadsheetFlowTest при добавлении таблицы указывается явно Январь 2024,11,84
"ненене, не надо переопределять дату, ищи в чем ошибка в тесте, до добавляния ListCommand все проходило корректно",17,112
"ListCommand getName где-то используется и из-за него тесты не работают, нужно скорректировать условия?",13,102
поищи где используется getName - вероятно проблема там,8,54
может в findCommand заменим getName на supports?,7,48
"list-tables нужно поменять на list_tables, телеграм не умеет в дефисы",10,69
не заменили текст в стартовом сообщении,6,39
не заменили текст в стартовом сообщении (которое отправляем в ответ на /start),12,78
"давай добавим /list в стартовое сообщение
и сделаем ответ этой команды более читаемым, возможно, в некоем табличном виде, как минимум нужно писать категорию в той же строке, может в квадратных скобках",31,200
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [/list](https://github.com/positron48/budget-bot/commit/f67716e5ab07e3919fbfa11f751416fb69221433)",21,201
"давай добавим тесты для ListCommand, по аналогии с CategoriesCommand. для проверки всегда запускай make cs-fix && make ci",18,121
может У вас нет таблицы за Январь 0 не ок и надо выводить ошибку валидации года/месяца в таких кейсах?,19,102
то же самое нужно для месяца и для некорректных годов - давай начнем хотя бы с 2020 брать отсчет,19,96
а теперь подними покрытие тестами выше 80 по строкам,9,52
да,1,2
увеличь покрытие,2,16
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [test: improve ListStateHandler coverage - Add income, filtering and validation tests](https://github.com/positron48/budget-bot/commit/22b0d294381fd1ca87a249c5534458e53dbc2bc8)",31,280
"ок, давай добавим пагинацию через клавиатуру телеграма на случай, если транзакций прям много. Сделай количество транзакций на странице параметром",19,145
"сделай лимит на страницу 20, но для тестов нужно оставить 5, мб вынести это в параметры конфига",17,95
"удали тест, который мы скипаем",5,30
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [/list with pagen](https://github.com/positron48/budget-bot/commit/2c8e7a0ca38bb5a3eb42ea444bb60d38a07fb7cc)",23,212
не обрабатывается выбор категории транзакций при выборе,7,55
новый лог,2,9
ListStateHandler почему-то не видится в handlers StateHandlerRegistry,7,69
для проверки всегда запускай make cs-fix && make ci,9,51
"запусти в одну команду, добавь только описание коммита: git pull && git add . && git commit && git push [fix /list](https://github.com/positron48/budget-bot/commit/9dce67a96e876aad46759564323cd7f818229e6e)",22,205
"запусти `make test` и посмотри на ошибки.

Проблема в том, что тесты работают с текущим месяцем (февраль), а в фикстурах зашит конкретно январь 2025. Нужно починить тесты так, чтобы они не падали в зависимости от даты.",36,218
продолжай,1,9
продолжай,1,9
продолжай,1,9
продолжай,1,9
продолжай,1,9
почини теперь risky предупреждения make test,6,44
"запускай теперь make phpstan, исправляй ошибки и проверяй make test",10,67
продолжай править make phpstan и тесты,6,38
"теперь падает phpstan в github ci

In XmlServiceMapFactory.php line 31:
                                                                               
  Container /home/runner/work/budget-bot/budget-bot/var/cache/test/App_Kernel  
  TestDebugContainer.xml does not exist                                        
                                                                               

analyse [-c|--configuration CONFIGURATION] [-l|--level LEVEL] [--no-progress] [--debug] [-a|--autoload-file AUTOLOAD-FILE] [--error-format ERROR-FORMAT] [-b|--generate-baseline [GENERATE-BASELINE]] [--allow-empty-baseline] [--memory-limit MEMORY-LIMIT] [--xdebug] [--fix] [--watch] [--pro] [--fail-without-result-cache] [--] [<paths>...]

Script phpstan analyse -c phpstan.neon handling the phpstan event returned with error code 1
Error: Process completed with exit code 1.",60,867
"теперь падает phpstan в github ci

In XmlServiceMapFactory.php line 31:
                                                                               
  Container /home/runner/work/budget-bot/budget-bot/var/cache/test/App_Kernel  
  TestDebugContainer.xml does not exist                                        
                                                                               

analyse [-c|--configuration CONFIGURATION] [-l|--level LEVEL] [--no-progress] [--debug] [-a|--autoload-file AUTOLOAD-FILE] [--error-format ERROR-FORMAT] [-b|--generate-baseline [GENERATE-BASELINE]] [--allow-empty-baseline] [--memory-limit MEMORY-LIMIT] [--xdebug] [--fix] [--watch] [--pro] [--fail-without-result-cache] [--] [<paths>...]

Script phpstan analyse -c phpstan.neon handling the phpstan event returned with error code 1
Error: Process completed with exit code 1.",60,867
"В коде в разных местах есть функции, преобразующие название месяца на русском в порядковый номер и наоборот.
Убери дублирование, запускай make phpstan && make test для проверки ошибок.",28,184
